installation_type,vessel_name,start_date,end_date,installation time,windfarm_name,,,
foundation,Svanen,5/11/2011 6:01,5/12/2011 20:02,,Walney 1&2,,,
foundation,Svanen,5/12/2011 21:01,5/13/2011 19:00,,Walney 1&2,,,
foundation,Svanen,5/13/2011 20:00,5/19/2011 6:02,,Walney 1&2,,,
foundation,Svanen,5/19/2011 8:01,5/20/2011 19:01,,Walney 1&2,,,
foundation,Svanen,5/27/2011 23:00,5/30/2011 9:01,,Walney 1&2,,,
foundation,Svanen,5/30/2011 22:01,5/31/2011 9:00,,Walney 1&2,,,
foundation,Svanen,5/31/2011 14:00,5/31/2011 22:01,,Walney 1&2,,,
foundation,Svanen,6/1/2011 0:00,6/2/2011 21:00,,Walney 1&2,,,
foundation,Svanen,6/3/2011 2:00,6/3/2011 16:00,,Walney 1&2,,,
foundation,Svanen,6/4/2011 1:00,6/4/2011 9:00,,Walney 1&2,,,
foundation,Svanen,6/7/2011 17:00,6/9/2011 0:00,,Walney 1&2,,,
foundation,Svanen,6/9/2011 3:00,6/9/2011 8:00,,Walney 1&2,,,
foundation,Svanen,6/9/2011 12:00,6/10/2011 4:01,,Walney 1&2,,,
foundation,Svanen,6/10/2011 5:02,6/11/2011 4:00,,Walney 1&2,,,
foundation,Svanen,6/11/2011 7:01,6/11/2011 16:02,,Walney 1&2,,,
foundation,Svanen,6/11/2011 20:00,6/14/2011 2:02,,Walney 1&2,,,
foundation,Svanen,6/14/2011 11:01,6/14/2011 17:01,,Walney 1&2,,,
foundation,Svanen,6/14/2011 23:01,6/15/2011 9:01,,Walney 1&2,,,
foundation,Svanen,6/15/2011 11:01,6/16/2011 23:01,,Walney 1&2,,,
foundation,Svanen,6/17/2011 14:01,6/17/2011 21:01,,Walney 1&2,,,
foundation,Svanen,6/17/2011 23:00,6/18/2011 9:00,,Walney 1&2,,,
foundation,Svanen,6/18/2011 15:02,6/20/2011 1:01,,Walney 1&2,,,
foundation,Svanen,6/20/2011 17:00,6/20/2011 23:00,,Walney 1&2,,,
foundation,Svanen,6/21/2011 9:00,6/22/2011 15:00,,Walney 1&2,,,
foundation,Svanen,6/22/2011 16:02,6/23/2011 1:01,,Walney 1&2,,,
foundation,Svanen,6/23/2011 4:01,6/26/2011 22:02,,Walney 1&2,,,
foundation,Svanen,6/27/2011 7:02,6/28/2011 5:02,,Walney 1&2,,,
foundation,Svanen,6/29/2011 22:05,6/30/2011 9:01,,Walney 1&2,,,
foundation,Svanen,6/30/2011 14:01,6/30/2011 22:02,,Walney 1&2,,,
foundation,Svanen,7/1/2011 0:01,7/1/2011 10:00,,Walney 1&2,,,
foundation,Svanen,7/1/2011 14:00,7/2/2011 7:00,,Walney 1&2,,,
foundation,Svanen,7/2/2011 11:01,7/2/2011 21:01,,Walney 1&2,,,
foundation,Svanen,7/3/2011 0:01,7/4/2011 9:07,,Walney 1&2,,,
foundation,Svanen,8/25/2011 12:00,8/25/2011 23:00,,London Array,,,
foundation,Svanen,8/27/2011 13:00,8/28/2011 11:02,,London Array,,,
foundation,Svanen,9/1/2011 2:00,9/1/2011 12:00,,London Array,,,
foundation,Svanen,9/2/2011 16:02,9/3/2011 5:04,,London Array,,,
foundation,Svanen,9/10/2011 10:41,9/10/2011 20:49,,London Array,,,
foundation,Svanen,9/13/2011 12:02,9/14/2011 19:02,,London Array,,,
foundation,Svanen,9/14/2011 23:00,9/15/2011 8:02,,London Array,,,
foundation,Svanen,9/15/2011 17:01,9/16/2011 2:01,,London Array,,,
foundation,Svanen,9/16/2011 13:04,9/16/2011 20:00,,London Array,,,
foundation,Svanen,9/17/2011 16:01,9/18/2011 2:01,,London Array,,,
foundation,Svanen,9/19/2011 4:03,9/20/2011 2:02,,London Array,,,
foundation,Svanen,9/20/2011 19:00,9/21/2011 22:00,,London Array,,,
foundation,Svanen,9/22/2011 0:00,9/22/2011 12:01,,London Array,,,
foundation,Svanen,9/22/2011 14:00,9/23/2011 5:01,,London Array,,,
foundation,Svanen,9/23/2011 6:03,9/23/2011 13:06,,London Array,,,
foundation,Svanen,9/23/2011 15:00,9/24/2011 15:02,,London Array,,,
foundation,Svanen,9/25/2011 6:01,9/25/2011 20:05,,London Array,,,
foundation,Svanen,9/26/2011 7:00,9/26/2011 16:04,,London Array,,,
foundation,Svanen,12/30/2011 12:34,1/2/2012 2:04,,Anholt,,,
foundation,Svanen,1/10/2012 2:55,1/10/2012 9:35,,Anholt,,,
foundation,Svanen,1/18/2012 5:20,1/20/2012 18:40,,Anholt,,,
foundation,Svanen,2/10/2012 17:15,2/11/2012 8:03,,Anholt,,,
foundation,Svanen,3/2/2012 19:10,3/3/2012 1:43,,Anholt,,,
foundation,Svanen,3/3/2012 7:03,3/5/2012 19:07,,Anholt,,,
foundation,Svanen,3/11/2012 0:33,3/13/2012 3:19,,Anholt,,,
foundation,Svanen,3/14/2012 17:44,3/15/2012 8:05,,Anholt,,,
foundation,Svanen,3/15/2012 12:05,3/16/2012 11:23,,Anholt,,,
foundation,Svanen,3/16/2012 19:57,3/22/2012 2:18,,Anholt,,,
foundation,Svanen,3/22/2012 19:37,3/23/2012 3:07,,Anholt,,,
foundation,Svanen,3/23/2012 8:08,3/24/2012 3:38,,Anholt,,,
foundation,Svanen,3/24/2012 6:19,3/24/2012 20:07,,Anholt,,,
foundation,Svanen,3/24/2012 23:02,3/26/2012 9:07,,Anholt,,,
foundation,Svanen,3/26/2012 10:07,3/27/2012 21:01,,Anholt,,,
foundation,Svanen,4/4/2012 17:00,4/5/2012 6:13,,Anholt,,,
foundation,Svanen,4/10/2012 20:58,4/13/2012 4:34,,Anholt,,,
foundation,Svanen,4/23/2012 16:46,4/28/2012 5:04,,Anholt,,,
foundation,Svanen,4/28/2012 6:00,4/28/2012 13:42,,Anholt,,,
foundation,Svanen,4/28/2012 20:30,4/30/2012 10:03,,Anholt,,,
foundation,Svanen,4/30/2012 22:05,5/1/2012 7:29,,Anholt,,,
foundation,Svanen,5/1/2012 9:06,5/2/2012 2:48,,Anholt,,,
foundation,Svanen,5/2/2012 4:01,5/2/2012 11:01,,Anholt,,,
foundation,Svanen,5/3/2012 0:39,5/3/2012 10:03,,Anholt,,,
foundation,Svanen,5/3/2012 12:12,5/4/2012 6:01,,Anholt,,,
foundation,Svanen,5/27/2012 3:00,5/27/2012 12:00,,Anholt,,,
foundation,Svanen,5/27/2012 15:08,5/28/2012 2:04,,Anholt,,,
foundation,Svanen,5/28/2012 4:01,5/28/2012 10:41,,Anholt,,,
foundation,Svanen,7/2/2012 17:33,7/3/2012 6:14,,Anholt,,,
foundation,Svanen,7/4/2012 0:05,7/4/2012 8:01,,Anholt,,,
foundation,Svanen,7/4/2012 20:01,7/5/2012 5:34,,Anholt,,,
foundation,Svanen,8/18/2012 14:02,8/19/2012 8:00,,London Array,,,
foundation,Svanen,8/19/2012 12:01,8/20/2012 11:01,,London Array,,,
foundation,Svanen,8/20/2012 18:04,8/21/2012 0:01,,London Array,,,
foundation,Svanen,8/21/2012 2:01,8/21/2012 10:01,,London Array,,,
foundation,Svanen,8/21/2012 16:01,8/22/2012 15:00,,London Array,,,
foundation,Svanen,8/22/2012 18:00,8/23/2012 18:00,,London Array,,,
foundation,Svanen,8/24/2012 18:00,8/27/2012 15:00,,London Array,,,
foundation,Svanen,8/28/2012 5:02,8/28/2012 14:01,,London Array,,,
foundation,Svanen,8/29/2012 22:00,8/30/2012 16:00,,London Array,,,
foundation,Svanen,9/19/2012 2:00,9/21/2012 2:00,,Gunfleet Sands 3 (demo),,,
foundation,Svanen,9/21/2012 3:00,9/21/2012 15:00,,Gunfleet Sands 3 (demo),,,
foundation,Svanen,10/5/2013 8:20,10/6/2013 2:03,,Baltic 2,,,
foundation,Svanen,10/6/2013 5:03,10/6/2013 16:11,,Baltic 2,,,
foundation,Svanen,10/8/2013 9:02,10/9/2013 7:02,,Baltic 2,,,
foundation,Svanen,10/13/2013 20:19,10/14/2013 7:03,,Baltic 2,,,
foundation,Svanen,10/15/2013 5:03,10/15/2013 19:01,,Baltic 2,,,
foundation,Svanen,10/21/2013 2:01,10/22/2013 10:06,,Baltic 2,,,
foundation,Svanen,10/22/2013 11:01,10/23/2013 2:01,,Baltic 2,,,
foundation,Svanen,10/25/2013 12:03,10/26/2013 7:09,,Baltic 2,,,
foundation,Svanen,11/11/2013 11:00,11/11/2013 17:06,,Baltic 2,,,
foundation,Svanen,11/14/2013 22:00,11/15/2013 9:00,,Baltic 2,,,
foundation,Svanen,11/15/2013 10:02,11/15/2013 21:03,,Baltic 2,,,
foundation,Svanen,12/2/2013 1:01,12/2/2013 16:02,,Baltic 2,,,
foundation,Svanen,12/11/2013 11:11,12/11/2013 22:02,,Baltic 2,,,
foundation,Svanen,12/11/2013 23:01,12/12/2013 19:02,,Baltic 2,,,
foundation,Svanen,3/28/2014 19:00,4/1/2014 1:03,,Butendiek,,,
foundation,Svanen,4/5/2014 0:00,4/6/2014 3:01,,Butendiek,,,
foundation,Svanen,4/6/2014 6:01,4/7/2014 16:00,,Butendiek,,,
foundation,Svanen,4/10/2014 2:00,4/11/2014 7:06,,Butendiek,,,
foundation,Svanen,4/11/2014 13:01,4/12/2014 0:01,,Butendiek,,,
foundation,Svanen,4/22/2014 4:00,4/22/2014 23:00,,Butendiek,,,
foundation,Svanen,4/23/2014 0:00,4/23/2014 19:00,,Butendiek,,,
foundation,Svanen,4/23/2014 21:00,4/25/2014 0:01,,Butendiek,,,
foundation,Svanen,4/25/2014 3:00,4/25/2014 20:00,,Butendiek,,,
foundation,Svanen,4/25/2014 21:00,4/26/2014 15:00,,Butendiek,,,
foundation,Svanen,4/26/2014 19:04,4/27/2014 21:00,,Butendiek,,,
foundation,Svanen,4/28/2014 1:01,4/28/2014 15:01,,Butendiek,,,
foundation,Svanen,4/29/2014 13:02,4/29/2014 22:03,,Butendiek,,,
foundation,Svanen,4/29/2014 23:00,4/30/2014 16:00,,Butendiek,,,
foundation,Svanen,5/4/2014 14:00,5/5/2014 4:03,,Butendiek,,,
foundation,Svanen,5/5/2014 12:02,5/5/2014 19:02,,Butendiek,,,
foundation,Svanen,5/5/2014 22:08,5/6/2014 15:02,,Butendiek,,,
foundation,Svanen,5/6/2014 17:00,5/7/2014 14:00,,Butendiek,,,
foundation,Svanen,5/7/2014 17:01,5/12/2014 7:01,,Butendiek,,,
foundation,Svanen,5/15/2014 18:05,5/16/2014 0:04,,Butendiek,,,
foundation,Svanen,5/25/2014 9:00,5/25/2014 19:00,,Butendiek,,,
foundation,Svanen,5/25/2014 22:00,5/26/2014 5:00,,Butendiek,,,
foundation,Svanen,6/9/2014 14:01,6/10/2014 2:03,,Butendiek,,,
foundation,Svanen,6/10/2014 3:05,6/10/2014 13:11,,Butendiek,,,
foundation,Svanen,6/10/2014 20:12,6/11/2014 10:00,,Butendiek,,,
foundation,Svanen,6/11/2014 11:00,6/11/2014 22:03,,Butendiek,,,
foundation,Svanen,6/12/2014 0:09,6/12/2014 7:32,,Butendiek,,,
foundation,Svanen,6/25/2014 3:00,6/25/2014 14:00,,Butendiek,,,
foundation,Svanen,6/25/2014 15:00,6/26/2014 1:25,,Butendiek,,,
foundation,Svanen,6/26/2014 3:01,6/26/2014 16:03,,Butendiek,,,
foundation,Svanen,6/26/2014 18:02,6/27/2014 6:02,,Butendiek,,,
foundation,Svanen,6/27/2014 7:14,6/27/2014 16:01,,Butendiek,,,
foundation,Svanen,6/27/2014 20:00,6/28/2014 2:07,,Butendiek,,,
foundation,Svanen,6/28/2014 4:00,6/28/2014 13:01,,Butendiek,,,
foundation,Svanen,6/29/2014 5:08,6/29/2014 12:04,,Butendiek,,,
foundation,Svanen,6/29/2014 13:12,6/29/2014 22:00,,Butendiek,,,
foundation,Svanen,6/30/2014 0:00,6/30/2014 11:02,,Butendiek,,,
foundation,Svanen,6/30/2014 12:02,7/4/2014 18:05,,Butendiek,,,
foundation,Svanen,7/4/2014 19:11,7/5/2014 9:29,,Butendiek,,,
foundation,Svanen,7/5/2014 10:19,7/5/2014 19:45,,Butendiek,,,
foundation,Svanen,7/5/2014 21:10,7/6/2014 18:31,,Butendiek,,,
foundation,Svanen,7/6/2014 20:28,7/7/2014 8:08,,Butendiek,,,
foundation,Svanen,7/10/2014 9:20,7/11/2014 19:02,,Butendiek,,,
foundation,Svanen,7/12/2014 1:02,7/12/2014 15:02,,Butendiek,,,
foundation,Svanen,7/12/2014 16:02,7/14/2014 13:00,,Butendiek,,,
foundation,Svanen,7/14/2014 15:53,7/17/2014 4:03,,Butendiek,,,
foundation,Svanen,7/17/2014 5:02,7/17/2014 13:00,,Butendiek,,,
foundation,Svanen,7/18/2014 19:07,7/19/2014 2:01,,Butendiek,,,
foundation,Svanen,8/26/2014 2:12,8/27/2014 19:02,,Amrumbank West,,,
foundation,Svanen,8/27/2014 21:05,8/28/2014 9:11,,Amrumbank West,,,
foundation,Svanen,8/28/2014 13:05,8/29/2014 1:02,,Amrumbank West,,,
foundation,Svanen,8/29/2014 2:05,8/29/2014 23:00,,Amrumbank West,,,
foundation,Svanen,8/30/2014 0:00,8/31/2014 22:02,,Amrumbank West,,,
foundation,Svanen,9/1/2014 0:02,9/1/2014 10:02,,Amrumbank West,,,
foundation,Svanen,9/1/2014 18:10,9/2/2014 4:04,,Amrumbank West,,,
foundation,Svanen,9/2/2014 6:02,9/3/2014 16:00,,Amrumbank West,,,
foundation,Svanen,9/3/2014 23:00,9/4/2014 22:00,,Amrumbank West,,,
foundation,Svanen,9/5/2014 1:00,9/5/2014 14:00,,Amrumbank West,,,
foundation,Svanen,9/5/2014 17:03,9/6/2014 3:00,,Amrumbank West,,,
foundation,Svanen,9/6/2014 6:05,9/6/2014 20:04,,Amrumbank West,,,
foundation,Svanen,9/6/2014 21:00,9/7/2014 16:05,,Amrumbank West,,,
foundation,Svanen,9/11/2014 9:00,9/11/2014 20:06,,Amrumbank West,,,
foundation,Svanen,9/11/2014 22:06,9/12/2014 9:00,,Amrumbank West,,,
foundation,Svanen,9/15/2014 5:02,9/15/2014 13:08,,Amrumbank West,,,
foundation,Svanen,9/18/2014 14:05,9/19/2014 8:05,,Amrumbank West,,,
foundation,Svanen,9/19/2014 11:05,9/20/2014 2:02,,Amrumbank West,,,
foundation,Svanen,5/30/2016 12:02,6/4/2016 9:02,,Burbo Bank Extension,,,
foundation,Svanen,6/4/2016 10:00,6/4/2016 23:00,,Burbo Bank Extension,,,
foundation,Svanen,6/6/2016 0:00,6/6/2016 14:00,,Burbo Bank Extension,,,
foundation,Svanen,6/7/2016 20:01,6/8/2016 19:00,,Burbo Bank Extension,,,
foundation,Svanen,6/8/2016 20:01,6/10/2016 6:01,,Burbo Bank Extension,,,
foundation,Svanen,6/10/2016 7:02,6/11/2016 11:05,,Burbo Bank Extension,,,
foundation,Svanen,6/11/2016 13:00,6/12/2016 13:03,,Burbo Bank Extension,,,
foundation,Svanen,6/12/2016 15:00,6/13/2016 14:00,,Burbo Bank Extension,,,
foundation,Svanen,6/13/2016 17:31,6/14/2016 21:01,,Burbo Bank Extension,,,
foundation,Svanen,6/15/2016 1:01,6/16/2016 13:00,,Burbo Bank Extension,,,
foundation,Svanen,6/16/2016 16:01,6/17/2016 23:01,,Burbo Bank Extension,,,
foundation,Svanen,6/18/2016 0:01,6/19/2016 2:01,,Burbo Bank Extension,,,
foundation,Svanen,6/19/2016 4:01,6/20/2016 4:01,,Burbo Bank Extension,,,
foundation,Svanen,6/20/2016 7:02,6/21/2016 16:02,,Burbo Bank Extension,,,
foundation,Svanen,6/21/2016 19:03,6/22/2016 22:00,,Burbo Bank Extension,,,
foundation,Svanen,6/23/2016 0:00,6/24/2016 0:00,,Burbo Bank Extension,,,
foundation,Svanen,6/24/2016 2:01,6/24/2016 22:01,,Burbo Bank Extension,,,
foundation,Svanen,6/24/2016 23:00,6/28/2016 15:02,,Burbo Bank Extension,,,
foundation,Svanen,6/28/2016 16:01,6/29/2016 7:01,,Burbo Bank Extension,,,
foundation,Svanen,6/29/2016 9:00,7/1/2016 13:03,,Burbo Bank Extension,,,
foundation,Svanen,7/1/2016 15:01,7/2/2016 13:01,,Burbo Bank Extension,,,
foundation,Svanen,7/4/2016 9:02,7/6/2016 6:00,,Burbo Bank Extension,,,
foundation,Svanen,7/6/2016 7:01,7/7/2016 6:01,,Burbo Bank Extension,,,
foundation,Svanen,7/7/2016 7:02,7/8/2016 3:14,,Burbo Bank Extension,,,
foundation,Svanen,7/8/2016 6:01,7/9/2016 15:04,,Burbo Bank Extension,,,
foundation,Svanen,7/9/2016 19:01,7/12/2016 6:01,,Burbo Bank Extension,,,
foundation,Svanen,7/12/2016 7:01,7/14/2016 12:00,,Burbo Bank Extension,,,
foundation,Svanen,7/14/2016 13:02,7/16/2016 20:02,,Burbo Bank Extension,,,
foundation,Svanen,7/16/2016 21:00,7/17/2016 20:00,,Burbo Bank Extension,,,
foundation,Svanen,7/17/2016 21:00,7/18/2016 19:00,,Burbo Bank Extension,,,
foundation,Svanen,7/18/2016 22:01,7/19/2016 16:01,,Burbo Bank Extension,,,
foundation,Svanen,7/19/2016 19:01,7/20/2016 18:00,,Burbo Bank Extension,,,
foundation,Svanen,7/20/2016 19:02,7/22/2016 14:00,,Burbo Bank Extension,,,
foundation,Svanen,5/7/2017 3:02,5/7/2017 17:03,,Walney Extension,,,
foundation,Svanen,5/28/2017 5:33,5/28/2017 21:48,,Walney Extension,,,
foundation,Svanen,5/31/2017 7:07,5/31/2017 19:39,,Walney Extension,,,
foundation,Svanen,6/14/2017 22:00,6/15/2017 14:00,,Walney Extension,,,
foundation,Svanen,6/17/2017 14:00,6/17/2017 20:00,,Walney Extension,,,
foundation,Svanen,6/18/2017 20:02,6/19/2017 3:02,,Walney Extension,,,
foundation,Svanen,6/26/2017 15:00,7/5/2017 18:00,,Walney Extension,,,
foundation,Svanen,7/6/2017 0:00,7/6/2017 13:00,,Walney Extension,,,
foundation,Svanen,8/21/2017 10:01,8/24/2017 0:01,,Arkona,,,
foundation,Svanen,8/24/2017 1:00,8/25/2017 18:01,,Arkona,,,
foundation,Svanen,8/26/2017 18:00,8/27/2017 0:02,,Arkona,,,
foundation,Svanen,8/28/2017 3:00,8/29/2017 11:00,,Arkona,,,
foundation,Svanen,8/29/2017 12:00,8/30/2017 3:00,,Arkona,,,
foundation,Svanen,8/30/2017 4:00,8/30/2017 21:01,,Arkona,,,
foundation,Svanen,8/30/2017 22:01,8/31/2017 12:00,,Arkona,,,
foundation,Svanen,9/2/2017 19:01,9/3/2017 11:00,,Arkona,,,
foundation,Svanen,9/5/2017 22:00,9/6/2017 13:00,,Arkona,,,
foundation,Svanen,9/6/2017 17:02,9/7/2017 18:01,,Arkona,,,
foundation,Svanen,9/7/2017 19:03,9/10/2017 6:00,,Arkona,,,
foundation,Svanen,5/13/2020 6:00,5/20/2020 6:01,,Kriegers Flak (Denmark),,,
foundation,Svanen,5/20/2020 8:01,5/21/2020 16:01,,Kriegers Flak (Denmark),,,
foundation,Svanen,5/21/2020 17:00,5/23/2020 22:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,5/24/2020 0:00,5/25/2020 18:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,5/25/2020 19:02,5/27/2020 2:01,,Kriegers Flak (Denmark),,,
foundation,Svanen,5/27/2020 3:04,5/28/2020 16:01,,Kriegers Flak (Denmark),,,
foundation,Svanen,5/28/2020 17:00,5/29/2020 13:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,5/29/2020 14:00,5/30/2020 10:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,5/30/2020 11:04,6/2/2020 5:01,,Kriegers Flak (Denmark),,,
foundation,Svanen,6/2/2020 7:00,6/3/2020 5:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,6/3/2020 6:00,6/3/2020 19:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,6/5/2020 9:00,6/5/2020 19:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,6/6/2020 18:00,6/7/2020 4:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,6/7/2020 5:00,6/8/2020 0:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,6/8/2020 1:01,6/8/2020 19:01,,Kriegers Flak (Denmark),,,
foundation,Svanen,6/8/2020 20:01,6/9/2020 13:01,,Kriegers Flak (Denmark),,,
foundation,Svanen,6/9/2020 15:00,6/10/2020 5:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,6/14/2020 18:00,6/16/2020 0:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,6/16/2020 2:02,6/17/2020 8:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,6/17/2020 10:02,6/18/2020 10:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,6/18/2020 12:00,6/19/2020 8:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,6/19/2020 10:01,6/20/2020 10:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,6/20/2020 12:02,6/21/2020 10:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,6/21/2020 11:00,6/22/2020 5:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,6/22/2020 6:00,6/23/2020 4:06,,Kriegers Flak (Denmark),,,
foundation,Svanen,6/23/2020 6:00,6/24/2020 6:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,6/24/2020 8:02,6/25/2020 6:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,6/25/2020 10:00,6/26/2020 8:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,6/26/2020 9:00,6/27/2020 8:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,6/27/2020 10:03,6/28/2020 5:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,6/28/2020 7:01,6/29/2020 7:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,7/1/2020 12:00,7/2/2020 20:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,7/2/2020 21:02,7/3/2020 20:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,7/7/2020 18:00,7/9/2020 7:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,7/9/2020 8:00,7/10/2020 5:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,7/10/2020 6:05,7/10/2020 19:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,7/11/2020 22:02,7/13/2020 8:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,7/13/2020 9:02,7/14/2020 3:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,7/14/2020 5:01,7/15/2020 3:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,7/15/2020 5:00,7/16/2020 1:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,7/16/2020 3:01,7/17/2020 0:01,,Kriegers Flak (Denmark),,,
foundation,Svanen,7/17/2020 2:01,7/18/2020 0:01,,Kriegers Flak (Denmark),,,
foundation,Svanen,7/18/2020 2:01,7/18/2020 20:01,,Kriegers Flak (Denmark),,,
foundation,Svanen,7/18/2020 21:02,7/19/2020 17:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,7/19/2020 19:02,7/20/2020 14:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,7/20/2020 15:02,7/21/2020 6:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,7/23/2020 1:00,7/23/2020 14:05,,Kriegers Flak (Denmark),,,
foundation,Svanen,7/23/2020 15:00,7/25/2020 15:01,,Kriegers Flak (Denmark),,,
foundation,Svanen,7/25/2020 18:01,7/26/2020 14:01,,Kriegers Flak (Denmark),,,
foundation,Svanen,7/26/2020 15:02,7/27/2020 11:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,7/27/2020 13:02,7/28/2020 7:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,7/30/2020 19:00,7/31/2020 14:01,,Kriegers Flak (Denmark),,,
foundation,Svanen,7/31/2020 15:02,8/1/2020 9:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,8/1/2020 12:00,8/2/2020 6:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,8/2/2020 8:02,8/3/2020 7:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,8/3/2020 9:02,8/4/2020 4:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,8/4/2020 5:02,8/4/2020 22:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,8/5/2020 1:01,8/5/2020 23:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,8/6/2020 0:01,8/6/2020 17:04,,Kriegers Flak (Denmark),,,
foundation,Svanen,8/6/2020 19:00,8/7/2020 13:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,8/7/2020 15:01,8/8/2020 10:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,8/8/2020 12:01,8/9/2020 5:04,,Kriegers Flak (Denmark),,,
foundation,Svanen,8/9/2020 7:02,8/10/2020 0:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,8/10/2020 3:00,8/12/2020 16:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,8/12/2020 18:02,8/14/2020 0:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,8/14/2020 1:00,8/14/2020 18:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,8/14/2020 19:00,8/15/2020 13:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,8/15/2020 16:00,8/16/2020 7:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,8/16/2020 14:02,8/17/2020 1:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,8/17/2020 5:00,8/18/2020 1:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,8/18/2020 2:00,8/18/2020 19:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,8/19/2020 3:00,8/19/2020 20:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,8/20/2020 3:02,8/20/2020 18:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,8/20/2020 19:01,8/21/2020 13:01,,Kriegers Flak (Denmark),,,
foundation,Svanen,8/21/2020 15:00,8/22/2020 8:00,,Kriegers Flak (Denmark),,,
foundation,Svanen,8/22/2020 17:02,8/24/2020 14:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,8/27/2020 16:00,8/28/2020 0:02,,Kriegers Flak (Denmark),,,
foundation,Svanen,8/28/2020 7:01,8/28/2020 15:01,,Kriegers Flak (Denmark),,,
foundation,Svanen,8/29/2020 9:02,8/30/2020 4:00,,Kriegers Flak (Denmark),,,
turbine,Sea Installer,1/9/2013 16:00,1/12/2013 11:00,,Gunfleet Sands 3 (demo),,,
turbine,Sea Installer,1/12/2013 13:00,1/17/2013 13:00,,Gunfleet Sands 3 (demo),,,
turbine,Sea Installer,2/26/2013 13:00,2/27/2013 14:02,,Anholt,,,
turbine,Sea Installer,2/27/2013 16:00,3/2/2013 5:23,,Anholt,,,
turbine,Sea Installer,3/4/2013 11:59,3/5/2013 7:00,,Anholt,,,
turbine,Sea Installer,3/24/2013 20:55,3/25/2013 2:59,,Anholt,,,
foundation,Sea Installer,6/1/2013 8:00,6/4/2013 4:00,,West of Duddon Sands,,,
foundation,Sea Installer,6/4/2013 6:00,6/5/2013 19:00,,West of Duddon Sands,,,
foundation,Sea Installer,6/5/2013 20:00,6/7/2013 19:00,,West of Duddon Sands,,,
foundation,Sea Installer,6/10/2013 5:00,6/11/2013 9:01,,West of Duddon Sands,,,
foundation,Sea Installer,6/11/2013 11:00,6/13/2013 1:00,,West of Duddon Sands,,,
foundation,Sea Installer,6/13/2013 2:01,6/14/2013 9:00,,West of Duddon Sands,,,
foundation,Sea Installer,6/17/2013 3:00,6/18/2013 11:00,,West of Duddon Sands,,,
foundation,Sea Installer,6/18/2013 14:00,6/19/2013 22:00,,West of Duddon Sands,,,
